Company,InsuranceGroup,VehicleType,Region,Date,Premium,Vehicles
Company 7,Group A,Motorcycles,Calgary,2018-12-01,11076,34.08333334
Company 9,Group A,Motorcycles,Calgary,2018-12-01,320,2.41666667
Company 4,Group A,Motorcycles,Calgary,2018-12-01,1143,3.66666667
Company 6,Group A,Motorcycles,Calgary,2018-12-01,574,2.91666668
Company 3,Group A,Motorcycles,Calgary,2018-12-01,1041,3
Company 7,Group A,Motorcycles,Central,2018-12-01,12143,29.08333335
Company 5,Group A,Motorcycles,Central,2018-12-01,177599,449.0000004
Company 3,Group A,Motorcycles,Central,2018-12-01,1802,4.33333333
Company 9,Group A,Motorcycles,Central,2018-12-01,486,3
Company 4,Group A,Motorcycles,Central,2018-12-01,2956,6
Company 6,Group A,Motorcycles,Central,2018-12-01,1895,4.50000001
Company 9,Group A,Motorcycles,Central,2018-11-01,-37,-1.08333331
Company 4,Group A,Motorcycles,Central,2018-11-01,1706,4
Company 6,Group A,Motorcycles,Central,2018-11-01,1851,1.16666669
Company 7,Group A,Motorcycles,Central,2018-11-01,21739,62.50000003
Company 5,Group A,Motorcycles,Central,2018-11-01,170109,442.0000006
Company 3,Group A,Motorcycles,Central,2018-11-01,439,1
Company 3,Group A,Motorcycles,Central,2018-10-01,1033,1.75
Company 9,Group A,Motorcycles,Central,2018-10-01,1099,5
Company 4,Group A,Motorcycles,Central,2018-10-01,2209,5.58333333
Company 5,Group A,Motorcycles,Central,2018-10-01,239163,620.1666673
Company 7,Group A,Motorcycles,Central,2018-10-01,15107,46.66666667
Company 6,Group A,Motorcycles,Central,2018-10-01,8678,20.08333333
Company 4,Group A,Motorcycles,Central,2018-09-01,3413,4.91666667
Company 5,Group A,Motorcycles,Central,2018-09-01,328369,859.1666675
Company 6,Group A,Motorcycles,Central,2018-09-01,10357,27.83333336
Company 3,Group A,Motorcycles,Central,2018-09-01,4209,10
Company 7,Group A,Motorcycles,Central,2018-09-01,26284,69.33333334
Company 9,Group A,Motorcycles,Central,2018-09-01,1217,7.75
Company 5,Group A,Motorcycles,Central,2018-08-01,512214,1337.750001
Company 7,Group A,Motorcycles,Central,2018-08-01,25766,84.83333333
Company 4,Group A,Motorcycles,Central,2018-08-01,1317,4.16666667
Company 6,Group A,Motorcycles,Central,2018-08-01,11609,30.08333338
Company 9,Group A,Motorcycles,Central,2018-08-01,218,1.08333335
Company 3,Group A,Motorcycles,Central,2018-08-01,186,0.58333333
Company 7,Group A,Motorcycles,Central,2018-07-01,27179,80.74999999
Company 4,Group A,Motorcycles,Central,2018-07-01,3937,12.83333334
Company 3,Group A,Motorcycles,Central,2018-07-01,146,1
Company 6,Group A,Motorcycles,Central,2018-07-01,23901,62.16666672
Company 5,Group A,Motorcycles,Central,2018-07-01,717590,1780.083334
Company 9,Group A,Motorcycles,Central,2018-07-01,2121,6.75
Company 9,Group A,Motorcycles,Central,2018-06-01,1097,5.08333333
Company 4,Group A,Motorcycles,Central,2018-06-01,11244,20.25000002
Company 7,Group A,Motorcycles,Central,2018-06-01,34013,99.66666659
Company 3,Group A,Motorcycles,Central,2018-06-01,4065,11.83333333
Company 6,Group A,Motorcycles,Central,2018-06-01,29312,76.16666674
Company 5,Group A,Motorcycles,Central,2018-06-01,949279,2384.75
Company 4,Group A,Motorcycles,Central,2018-05-01,9282,21.75
Company 7,Group A,Motorcycles,Central,2018-05-01,41994,114.8333334
Company 6,Group A,Motorcycles,Central,2018-05-01,32170,88.58333339
Company 5,Group A,Motorcycles,Central,2018-05-01,1312492,3194.833333
Company 9,Group A,Motorcycles,Central,2018-05-01,2237,11.49999998
Company 3,Group A,Motorcycles,Central,2018-05-01,1112,2.33333333
Company 3,Group A,Motorcycles,Central,2018-04-01,1571,5
Company 5,Group A,Motorcycles,Central,2018-04-01,1207016,2885.75
Company 4,Group A,Motorcycles,Central,2018-04-01,5321,16.00000001
Company 6,Group A,Motorcycles,Central,2018-04-01,23530,64.41666667
Company 9,Group A,Motorcycles,Central,2018-04-01,2475,15.41666664
Company 7,Group A,Motorcycles,Central,2018-04-01,35397,96.58333327
Company 3,Group A,Motorcycles,Central,2018-03-01,1030,3
Company 5,Group A,Motorcycles,Central,2018-03-01,623336,1470.416667
Company 7,Group A,Motorcycles,Central,2018-03-01,27370,86.00000001
Company 9,Group A,Motorcycles,Central,2018-03-01,1545,8.83333332
Company 6,Group A,Motorcycles,Central,2018-03-01,17122,39.16666668
Company 4,Group A,Motorcycles,Central,2018-03-01,5815,13.75
Company 7,Group A,Motorcycles,Central,2018-02-01,21914,60.24999999
Company 4,Group A,Motorcycles,Central,2018-02-01,2365,5.50000001
Company 6,Group A,Motorcycles,Central,2018-02-01,3383,9.41666668
Company 3,Group A,Motorcycles,Central,2018-02-01,398,1.41666666
Company 5,Group A,Motorcycles,Central,2018-02-01,290688,697.4166669
Company 9,Group A,Motorcycles,Central,2018-02-01,164,0.83333334
Company 9,Group A,Motorcycles,Central,2018-01-01,141,2.5
Company 5,Group A,Motorcycles,Central,2018-01-01,189921,460.1666669
Company 7,Group A,Motorcycles,Central,2018-01-01,21605,67.33333335
Company 4,Group A,Motorcycles,Central,2018-01-01,3032,7.5
Company 3,Group A,Motorcycles,Central,2018-01-01,190,1
Company 6,Group A,Motorcycles,Central,2018-01-01,4580,10.33333333
Company 4,Group A,Motorcycles,Edmonton,2018-01-01,2383,8
Company 9,Group A,Motorcycles,Edmonton,2018-01-01,795,5.24999999
Company 6,Group A,Motorcycles,Edmonton,2018-01-01,4616,13.00000001
Company 3,Group A,Motorcycles,Edmonton,2018-01-01,258,0.66666667
Company 5,Group A,Motorcycles,Edmonton,2018-01-01,140790,363.0000003
Company 7,Group A,Motorcycles,Edmonton,2018-01-01,17548,54.00000003
Company 4,Group A,Motorcycles,Edmonton,2018-02-01,1718,5.83333334
Company 3,Group A,Motorcycles,Edmonton,2018-02-01,1297,3.91666667
Company 7,Group A,Motorcycles,Edmonton,2018-02-01,16408,51.41666667
Company 5,Group A,Motorcycles,Edmonton,2018-02-01,222507,563.5000003
Company 6,Group A,Motorcycles,Edmonton,2018-02-01,10955,26.83333335
Company 9,Group A,Motorcycles,Edmonton,2018-02-01,2640,8.33333333
Company 6,Group A,Motorcycles,Edmonton,2018-03-01,20295,50.33333336
Company 3,Group A,Motorcycles,Edmonton,2018-03-01,1555,4
Company 9,Group A,Motorcycles,Edmonton,2018-03-01,4966,11.33333333
Company 7,Group A,Motorcycles,Edmonton,2018-03-01,35984,101.75
Company 5,Group A,Motorcycles,Edmonton,2018-03-01,548889,1349.833333
Company 4,Group A,Motorcycles,Edmonton,2018-03-01,6863,18
Company 3,Group A,Motorcycles,Edmonton,2018-04-01,2240,6.83333332
Company 5,Group A,Motorcycles,Edmonton,2018-04-01,1071259,2621.333333
Company 9,Group A,Motorcycles,Edmonton,2018-04-01,4458,25.41666663
Company 4,Group A,Motorcycles,Edmonton,2018-04-01,12419,25.99999999
Company 6,Group A,Motorcycles,Edmonton,2018-04-01,32625,90.25000005
Company 7,Group A,Motorcycles,Edmonton,2018-04-01,35778,100.5833333
Company 7,Group A,Motorcycles,Edmonton,2018-05-01,53922,144.3333333
Company 6,Group A,Motorcycles,Edmonton,2018-05-01,71189,188.5833334
Company 5,Group A,Motorcycles,Edmonton,2018-05-01,1242473,3169.083333
Company 3,Group A,Motorcycles,Edmonton,2018-05-01,4231,10.41666667
Company 4,Group A,Motorcycles,Edmonton,2018-05-01,14316,25.74999998
Company 9,Group A,Motorcycles,Edmonton,2018-05-01,5669,16.58333331
Company 3,Group A,Motorcycles,Edmonton,2018-06-01,1386,5.33333333
Company 6,Group A,Motorcycles,Edmonton,2018-06-01,48296,119.6666667
Company 5,Group A,Motorcycles,Edmonton,2018-06-01,911336,2344
Company 4,Group A,Motorcycles,Edmonton,2018-06-01,5050,12.50000001
Company 7,Group A,Motorcycles,Edmonton,2018-06-01,44874,126
Company 9,Group A,Motorcycles,Edmonton,2018-06-01,2761,13.8333333
Company 9,Group A,Motorcycles,Edmonton,2018-07-01,4113,11.75
Company 7,Group A,Motorcycles,Edmonton,2018-07-01,33684,98.74999997
Company 4,Group A,Motorcycles,Edmonton,2018-07-01,9497,22.41666668
Company 3,Group A,Motorcycles,Edmonton,2018-07-01,2111,7.75
Company 5,Group A,Motorcycles,Edmonton,2018-07-01,590096,1552.583334
Company 6,Group A,Motorcycles,Edmonton,2018-07-01,29228,70.25000003
Company 9,Group A,Motorcycles,Edmonton,2018-08-01,945,7.08333335
Company 3,Group A,Motorcycles,Edmonton,2018-08-01,354,1
Company 6,Group A,Motorcycles,Edmonton,2018-08-01,22800,68.50000002
Company 7,Group A,Motorcycles,Edmonton,2018-08-01,38069,106
Company 4,Group A,Motorcycles,Edmonton,2018-08-01,6094,14.33333335
Company 5,Group A,Motorcycles,Edmonton,2018-08-01,457766,1208
Company 5,Group A,Motorcycles,Edmonton,2018-09-01,286840,725.4166675
Company 7,Group A,Motorcycles,Edmonton,2018-09-01,25992,75.74999999
Company 6,Group A,Motorcycles,Edmonton,2018-09-01,13921,37.25000003
Company 3,Group A,Motorcycles,Edmonton,2018-09-01,1430,5
Company 9,Group A,Motorcycles,Edmonton,2018-09-01,2125,9.00000001
Company 4,Group A,Motorcycles,Edmonton,2018-09-01,3380,8.16666666
Company 7,Group A,Motorcycles,Edmonton,2018-10-01,15951,53.41666669
Company 6,Group A,Motorcycles,Edmonton,2018-10-01,12725,27.1666667
Company 3,Group A,Motorcycles,Edmonton,2018-10-01,1251,4
Company 9,Group A,Motorcycles,Edmonton,2018-10-01,3819,8.24999999
Company 4,Group A,Motorcycles,Edmonton,2018-10-01,4617,14.08333334
Company 5,Group A,Motorcycles,Edmonton,2018-10-01,188882,484.333334
Company 6,Group A,Motorcycles,Edmonton,2018-11-01,5057,13.25000002
Company 5,Group A,Motorcycles,Edmonton,2018-11-01,141105,391.5000005
Company 7,Group A,Motorcycles,Edmonton,2018-11-01,15589,50.75000002
Company 4,Group A,Motorcycles,Edmonton,2018-11-01,2910,6.25
Company 9,Group A,Motorcycles,Edmonton,2018-11-01,622,5.00000001
Company 3,Group A,Motorcycles,Edmonton,2018-11-01,715,2
Company 3,Group A,Motorcycles,Edmonton,2018-12-01,3833,14
Company 7,Group A,Motorcycles,Edmonton,2018-12-01,15107,47.83333334
Company 9,Group A,Motorcycles,Edmonton,2018-12-01,338,4.66666668
Company 5,Group A,Motorcycles,Edmonton,2018-12-01,113582,278.3333338
Company 4,Group A,Motorcycles,Edmonton,2018-12-01,1129,6
Company 6,Group A,Motorcycles,Edmonton,2018-12-01,4271,13
Company 9,Group A,Motorcycles,North,2018-12-01,494,3
Company 7,Group A,Motorcycles,North,2018-12-01,16055,44
Company 6,Group A,Motorcycles,North,2018-12-01,3126,2.83333334
Company 4,Group A,Motorcycles,North,2018-12-01,1530,4
Company 5,Group A,Motorcycles,North,2018-12-01,97902,238.1666669
Company 6,Group A,Motorcycles,North,2018-11-01,4434,6.66666668
Company 7,Group A,Motorcycles,North,2018-11-01,10885,32.66666667
Company 4,Group A,Motorcycles,North,2018-11-01,2859,4.5
Company 5,Group A,Motorcycles,North,2018-11-01,106700,264.5000003
Company 3,Group A,Motorcycles,North,2018-11-01,0,0
Company 9,Group A,Motorcycles,North,2018-11-01,14,0.58333334
Company 9,Group A,Motorcycles,North,2018-10-01,8,0.08333334
Company 6,Group A,Motorcycles,North,2018-10-01,4266,9.91666666
Company 7,Group A,Motorcycles,North,2018-10-01,15252,41.25
Company 5,Group A,Motorcycles,North,2018-10-01,153920,323.3333337
Company 4,Group A,Motorcycles,North,2018-10-01,3513,7.08333334
Company 7,Group A,Motorcycles,North,2018-09-01,14893,37.08333334
Company 6,Group A,Motorcycles,North,2018-09-01,4211,9.25000002
Company 3,Group A,Motorcycles,North,2018-09-01,0,0
Company 4,Group A,Motorcycles,North,2018-09-01,1689,4.00000001
Company 9,Group A,Motorcycles,North,2018-09-01,1625,5.5
Company 5,Group A,Motorcycles,North,2018-09-01,178087,434.3333338
Company 3,Group A,Motorcycles,North,2018-08-01,1038,3.83333333
Company 9,Group A,Motorcycles,North,2018-08-01,230,1
Company 5,Group A,Motorcycles,North,2018-08-01,306703,652.166667
Company 4,Group A,Motorcycles,North,2018-08-01,3189,8.16666666
Company 6,Group A,Motorcycles,North,2018-08-01,10801,26.75
Company 7,Group A,Motorcycles,North,2018-08-01,13544,40.33333334
Company 3,Group A,Motorcycles,North,2018-07-01,0,0
Company 7,Group A,Motorcycles,North,2018-07-01,19192,55.49999999
Company 5,Group A,Motorcycles,North,2018-07-01,464015,1061.416667
Company 4,Group A,Motorcycles,North,2018-07-01,481,1.33333332
Company 9,Group A,Motorcycles,North,2018-07-01,2635,7.33333333
Company 6,Group A,Motorcycles,North,2018-07-01,23373,44.91666669
Company 4,Group A,Motorcycles,North,2018-06-01,110,1
Company 6,Group A,Motorcycles,North,2018-06-01,21071,52.83333335
Company 3,Group A,Motorcycles,North,2018-06-01,4930,11
Company 5,Group A,Motorcycles,North,2018-06-01,595979,1371.333334
Company 7,Group A,Motorcycles,North,2018-06-01,30144,63.83333329
Company 9,Group A,Motorcycles,North,2018-06-01,619,3.16666667
Company 5,Group A,Motorcycles,North,2018-05-01,930432,2044.166667
Company 9,Group A,Motorcycles,North,2018-05-01,2125,4.41666663
Company 4,Group A,Motorcycles,North,2018-05-01,2159,6.83333335
Company 6,Group A,Motorcycles,North,2018-05-01,28852,94.75000003
Company 7,Group A,Motorcycles,North,2018-05-01,27266,65.58333329
Company 3,Group A,Motorcycles,North,2018-05-01,836,3
Company 7,Group A,Motorcycles,North,2018-04-01,26074,66.58333325
Company 3,Group A,Motorcycles,North,2018-04-01,85,0.25
Company 4,Group A,Motorcycles,North,2018-04-01,6602,13.49999999
Company 6,Group A,Motorcycles,North,2018-04-01,21875,52.66666666
Company 9,Group A,Motorcycles,North,2018-04-01,1038,6.33333333
Company 5,Group A,Motorcycles,North,2018-04-01,696995,1577.166667
Company 7,Group A,Motorcycles,North,2018-03-01,17823,48.99999998
Company 4,Group A,Motorcycles,North,2018-03-01,3419,7.66666667
Company 9,Group A,Motorcycles,North,2018-03-01,661,4.5
Company 5,Group A,Motorcycles,North,2018-03-01,348436,757.5833334
Company 3,Group A,Motorcycles,North,2018-03-01,104,0.25
Company 6,Group A,Motorcycles,North,2018-03-01,14985,23.16666667
Company 5,Group A,Motorcycles,North,2018-02-01,136819,308.7500002
Company 9,Group A,Motorcycles,North,2018-02-01,348,2
Company 6,Group A,Motorcycles,North,2018-02-01,2423,6.5
Company 7,Group A,Motorcycles,North,2018-02-01,10900,26.1666667
Company 4,Group A,Motorcycles,North,2018-02-01,3174,4
Company 5,Group A,Motorcycles,North,2018-01-01,102354,235.0000002
Company 9,Group A,Motorcycles,North,2018-01-01,258,1.5
Company 4,Group A,Motorcycles,North,2018-01-01,1227,1.41666667
Company 6,Group A,Motorcycles,North,2018-01-01,1277,3.50000001
Company 3,Group A,Motorcycles,North,2018-01-01,320,1
Company 7,Group A,Motorcycles,North,2018-01-01,13481,29.41666666
Company 9,Group A,Motorcycles,South,2018-01-01,713,1.08333334
Company 4,Group A,Motorcycles,South,2018-01-01,909,1
Company 3,Group A,Motorcycles,South,2018-01-01,327,1
Company 5,Group A,Motorcycles,South,2018-01-01,115453,314.4166668
Company 7,Group A,Motorcycles,South,2018-01-01,18488,62.16666667
Company 6,Group A,Motorcycles,South,2018-01-01,-771,0.41666667
Company 6,Group A,Motorcycles,South,2018-02-01,558,2.66666667
Company 7,Group A,Motorcycles,South,2018-02-01,11628,35.08333335
Company 9,Group A,Motorcycles,South,2018-02-01,798,3.33333332
Company 3,Group A,Motorcycles,South,2018-02-01,0,0
Company 4,Group A,Motorcycles,South,2018-02-01,2865,4
Company 5,Group A,Motorcycles,South,2018-02-01,139731,387.6666668
Company 9,Group A,Motorcycles,South,2018-03-01,384,3
Company 3,Group A,Motorcycles,South,2018-03-01,887,3
Company 6,Group A,Motorcycles,South,2018-03-01,3007,12
Company 5,Group A,Motorcycles,South,2018-03-01,365025,891.0833333
Company 4,Group A,Motorcycles,South,2018-03-01,2379,3.83333333
Company 7,Group A,Motorcycles,South,2018-03-01,26231,84.16666667
Company 7,Group A,Motorcycles,South,2018-04-01,40558,121.3333333
Company 5,Group A,Motorcycles,South,2018-04-01,566640,1480.083333
Company 6,Group A,Motorcycles,South,2018-04-01,13322,34.83333334
Company 3,Group A,Motorcycles,South,2018-04-01,0,0
Company 9,Group A,Motorcycles,South,2018-04-01,1229,2.25
Company 4,Group A,Motorcycles,South,2018-04-01,4640,5.58333333
Company 6,Group A,Motorcycles,South,2018-05-01,9825,26.83333334
Company 7,Group A,Motorcycles,South,2018-05-01,31304,99.33333328
Company 3,Group A,Motorcycles,South,2018-05-01,1268,6
Company 4,Group A,Motorcycles,South,2018-05-01,3159,6.83333332
Company 9,Group A,Motorcycles,South,2018-05-01,1585,5.91666664
Company 5,Group A,Motorcycles,South,2018-05-01,575767,1537.25
Company 3,Group A,Motorcycles,South,2018-06-01,785,2
Company 9,Group A,Motorcycles,South,2018-06-01,893,5.25
Company 6,Group A,Motorcycles,South,2018-06-01,12985,35.25
Company 7,Group A,Motorcycles,South,2018-06-01,19083,71.33333329
Company 4,Group A,Motorcycles,South,2018-06-01,378,2.66666666
Company 5,Group A,Motorcycles,South,2018-06-01,467668,1257.083333
Company 6,Group A,Motorcycles,South,2018-07-01,6763,22.75000002
Company 3,Group A,Motorcycles,South,2018-07-01,10,0
Company 4,Group A,Motorcycles,South,2018-07-01,1359,5.33333333
Company 5,Group A,Motorcycles,South,2018-07-01,351438,930.4166668
Company 7,Group A,Motorcycles,South,2018-07-01,25161,88.41666666
Company 9,Group A,Motorcycles,South,2018-07-01,546,3.41666665
Company 4,Group A,Motorcycles,South,2018-08-01,515,2
Company 3,Group A,Motorcycles,South,2018-08-01,805,4
Company 9,Group A,Motorcycles,South,2018-08-01,595,3.25
Company 5,Group A,Motorcycles,South,2018-08-01,283464,776.9166669
Company 6,Group A,Motorcycles,South,2018-08-01,5054,11.08333335
Company 7,Group A,Motorcycles,South,2018-08-01,15157,62.08333332
Company 9,Group A,Motorcycles,South,2018-09-01,-265,0.58333334
Company 6,Group A,Motorcycles,South,2018-09-01,7325,14.91666666
Company 4,Group A,Motorcycles,South,2018-09-01,1857,5
Company 7,Group A,Motorcycles,South,2018-09-01,18792,67.50000004
Company 5,Group A,Motorcycles,South,2018-09-01,188047,493.916667
Company 3,Group A,Motorcycles,South,2018-09-01,0,0
Company 9,Group A,Motorcycles,South,2018-10-01,-373,0.58333334
Company 7,Group A,Motorcycles,South,2018-10-01,16801,57.25000005
Company 4,Group A,Motorcycles,South,2018-10-01,955,3.25
Company 5,Group A,Motorcycles,South,2018-10-01,151632,401.8333337
Company 3,Group A,Motorcycles,South,2018-10-01,1003,3
Company 6,Group A,Motorcycles,South,2018-10-01,2424,5.75
Company 5,Group A,Motorcycles,South,2018-11-01,107865,304.5833336
Company 6,Group A,Motorcycles,South,2018-11-01,4365,6.83333334
Company 9,Group A,Motorcycles,South,2018-11-01,384,2.49999999
Company 4,Group A,Motorcycles,South,2018-11-01,690,3.16666666
Company 3,Group A,Motorcycles,South,2018-11-01,888,2
Company 7,Group A,Motorcycles,South,2018-11-01,13640,54.33333336
Company 3,Group A,Motorcycles,South,2018-12-01,1458,3.83333333
Company 4,Group A,Motorcycles,South,2018-12-01,855,4
Company 7,Group A,Motorcycles,South,2018-12-01,7771,30.25000001
Company 9,Group A,Motorcycles,South,2018-12-01,694,4
Company 5,Group A,Motorcycles,South,2018-12-01,76615,222.3333335
Company 6,Group A,Motorcycles,South,2018-12-01,1156,4.25
Company 6,Group A,Motorcycles,Calgary,2019-01-01,1775,4.66666667
Company 7,Group A,Motorcycles,Calgary,2019-01-01,18954,55.41666668
Company 9,Group A,Motorcycles,Calgary,2019-01-01,2793,9
Company 5,Group A,Motorcycles,Calgary,2019-01-01,178976,477.166667
Company 4,Group A,Motorcycles,Calgary,2019-01-01,1758,3
Company 3,Group A,Motorcycles,Calgary,2019-01-01,634,2
Company 7,Group A,Motorcycles,Calgary,2019-02-01,21644,59.50000003
Company 5,Group A,Motorcycles,Calgary,2019-02-01,263041,666.9166669
Company 6,Group A,Motorcycles,South,2019-11-01,4022,7.25000001
Company 7,Group A,Motorcycles,South,2019-11-01,15580,55.25000003
Company 5,Group A,Motorcycles,South,2019-12-01,84627,241.6666668
